#
# This file contains parameters to treat the gas absorption 
# using the correlated-k distribution technique 
# The format is specific to the ARTDECO tools : 
# 
# You must find such a file for each absorbing specy (kdis_root_specy.dat). 
# (e.g. root=kato, specy=h2o) 
# The bands definition together with the sampled pressure, temperature 
# and eventually the concentration (for water vapor) 
# are given in a separated file named kdis_root_def.dat 
# (root being the same than for this file). 
# NOTE : the sample grid of temperature, pressure and concentration must
#        then be the same for all kdis_root_specy.dat files. 
# 
# The format for this current file is the following : 
# 
# First, for each band you find the number of quadrature points
# and the cross-section.  
# 
#  band,   nai,   xsect 
#    .      .       .  
#    .      .       . 
#    .      .       . 
# 
# NOTE 1 :
# nai = 1 
#        for continuum absorption 
#        xsect is given 
# nai > 1 
#        for non-gray absorption 
#        xsect = -1, (ai,ki) are given further in the file  
# 
# NOTE 2 : All cross-sections are given in cm2.
# 
# Then for each band with nai > 1, you find 
# the weight for the quadrature (ai) and the cross-section ki 
# in the following format: 
# 
# CASE 1 : no concentration dependency: 
# band # 
#    a1     ,     a2    ,     a3    , ... ,     ai 
# k1(P1, T1), k2(P1, T1), k3(P1, T1), ... , ki(P1, T1) 
# k1(P2, T1), k2(P2, T1), k3(P2, T1), ... , ki(P2, T1) 
# k1(P3, T1), k2(P3, T1), k3(P3, T1), ... , ki(P3, T1)
#     .           .          .         .        . 
#     .           .          .         .        . 
#     .           .          .         .        . 
# k1(Pk, T1), k2(Pk, T1), k3(Pk, T1), ... , ki(Pk, T1)
# k1(P1, T2), k2(P1, T2), k3(P1, T2), ... , ki(P1, T2)
# k1(P2, T2), k2(P2, T2), k3(P2, T2), ... , ki(P2, T2)
# k1(P3, T2), k2(P3, T2), k3(P3, T2), ... , ki(P3, T2)
#     .           .          .         .        . 
#     .           .          .         .        . 
#     .           .          .         .        . 
# k1(Pk, Tj), k2(Pk, Tj), k3(Pk, Tj), ... , ki(Pk, Tj) 
# 
# CASE 2 : concentration dependency: 
# band # 
#    a1     ,     a2    ,     a3    , ... ,     ai 
# k1(P1,T1,C1), k2(P1,T1,C1), k3(P1,T1,C1), ... , ki(P1,T1,C1) 
# k1(P2,T1,C1), k2(P2,T1,C1), k3(P2,T1,C1), ... , ki(P2,T1,C1) 
# k1(P3,T1,C1), k2(P3,T1,C1), k3(P3,T1,C1), ... , ki(P3,T1,C1) 
#      .             .              .        .         . 
#      .             .              .        .         . 
#      .             .              .        .         . 
# k1(Pk,T1,C1), k2(Pk,T1,C1), k3(Pk,T1,C1), ... , ki(Pk,T1,C1) 
# k1(P1,T2,C1), k2(P1,T2,C1), k3(P1,T2,C1), ... , ki(P1,T2,C1) 
# k1(P2,T2,C1), k2(P2,T2,C1), k3(P2,T2,C1), ... , ki(P2,T2,C1) 
# k1(P3,T2,C1), k2(P3,T2,C1), k3(P3,T2,C1), ... , ki(P3,T2,C1) 
#      .             .              .        .         . 
#      .             .              .        .         . 
#      .             .              .        .         . 
# k1(Pk,Tj,C1), k2(Pk,Tj,C1), k3(Pk,Tj,C1), ... , ki(Pk,Tj,C1) 
# k1(P1,T1,C2), k2(P1,T1,C2), k3(P1,T1,C2), ... , ki(P1,T1,C2) 
#      .             .              .        .         . 
#      .             .              .        .         . 
#      .             .              .        .         . 
# k1(Pk,Tj,Cu), k2(Pk,Tj,Cu), k3(Pk,Tj,Cu), ... , ki(Pk,Tj,Cu) 
# 
# NOTE : To store multi-dimension arrays in ASCII format is indeed 
#        a bit heavy but allows ARTDECO to have minimum dependencies 
#        (e.g. netCDF libraries).
# 
# 
# band, nai, xsect (cm2) 
  8     3   -1.000000
# band      8   (P,T)
    0.300000    0.500000    0.200000
    0.000000E+00    0.000000E+00    0.000000E+00
    0.000000E+00    0.370384E-31    0.982032E-26
    0.000000E+00    0.142860E-30    0.982005E-26
    0.000000E+00    0.226883E-30    0.981980E-26
    0.000000E+00    0.359626E-30    0.981948E-26
    0.000000E+00    0.569387E-30    0.981896E-26
    0.000000E+00    0.898651E-30    0.981811E-26
    0.000000E+00    0.142596E-29    0.981674E-26
    0.000000E+00    0.225685E-29    0.981459E-26
    0.204518E-33    0.356469E-29    0.981123E-26
    0.149485E-32    0.564731E-29    0.980586E-26
    0.351753E-32    0.890479E-29    0.979752E-26
    0.676083E-32    0.141184E-28    0.978412E-26
    0.118873E-31    0.223408E-28    0.976300E-26
    0.200129E-31    0.353107E-28    0.972967E-26
    0.328809E-31    0.556257E-28    0.967750E-26
    0.531069E-31    0.868866E-28    0.959716E-26
    0.855346E-31    0.134315E-27    0.947509E-26
    0.136779E-30    0.201655E-27    0.930120E-26
    0.167794E-30    0.237635E-27    0.920786E-26
    0.217954E-30    0.289525E-27    0.907269E-26
    0.277477E-30    0.342729E-27    0.893318E-26
    0.363693E-30    0.408071E-27    0.876044E-26
    0.000000E+00    0.000000E+00    0.000000E+00
    0.000000E+00    0.372627E-31    0.988948E-26
    0.000000E+00    0.143631E-30    0.988920E-26
    0.000000E+00    0.228067E-30    0.988896E-26
    0.000000E+00    0.361451E-30    0.988863E-26
    0.000000E+00    0.572217E-30    0.988811E-26
    0.000000E+00    0.903057E-30    0.988725E-26
    0.000000E+00    0.143292E-29    0.988588E-26
    0.000000E+00    0.226795E-29    0.988372E-26
    0.261337E-33    0.358237E-29    0.988034E-26
    0.156832E-32    0.567540E-29    0.987495E-26
    0.361710E-32    0.894921E-29    0.986656E-26
    0.690226E-32    0.141890E-28    0.985309E-26
    0.120949E-31    0.224524E-28    0.983186E-26
    0.203253E-31    0.354879E-28    0.979836E-26
    0.333594E-31    0.559077E-28    0.974590E-26
    0.538464E-31    0.873310E-28    0.966513E-26
    0.866927E-31    0.135018E-27    0.954237E-26
    0.138599E-30    0.202720E-27    0.936751E-26
    0.170015E-30    0.238895E-27    0.927364E-26
    0.220822E-30    0.291062E-27    0.913771E-26
    0.281114E-30    0.344558E-27    0.899739E-26
    0.368446E-30    0.410324E-27    0.882347E-26
    0.000000E+00    0.000000E+00    0.000000E+00
    0.000000E+00    0.453321E-31    0.130811E-25
    0.000000E+00    0.170517E-30    0.130808E-25
    0.000000E+00    0.269202E-30    0.130805E-25
    0.000000E+00    0.424739E-30    0.130801E-25
    0.000000E+00    0.670260E-30    0.130795E-25
    0.000000E+00    0.105559E-29    0.130785E-25
    0.241363E-33    0.167341E-29    0.130769E-25
    0.966194E-33    0.264896E-29    0.130743E-25
    0.211014E-32    0.418464E-29    0.130704E-25
    0.393453E-32    0.662579E-29    0.130640E-25
    0.679439E-32    0.104422E-28    0.130542E-25
    0.113801E-31    0.165471E-28    0.130384E-25
    0.186283E-31    0.261705E-28    0.130135E-25
    0.301170E-31    0.413617E-28    0.129742E-25
    0.483112E-31    0.652068E-28    0.129126E-25
    0.769088E-31    0.101904E-27    0.128176E-25
    0.122760E-30    0.157880E-27    0.126726E-25
    0.195220E-30    0.237057E-27    0.124666E-25
    0.239079E-30    0.279402E-27    0.123558E-25
    0.310017E-30    0.340378E-27    0.121954E-25
    0.394210E-30    0.403260E-27    0.120287E-25
    0.516191E-30    0.482598E-27    0.118166E-25
