# 
# Refractive index taken form OPAC database 
# 
# Material :
# sulfate (0%) 
# 
#  nlambda = 
61 
# wavelength          ref.real         ref.imag  
#   [um]      
2.500000000e-01   1.484000000e+00   1.000000000e-08
3.000000000e-01   1.469000000e+00   1.000000000e-08
3.500000000e-01   1.452000000e+00   1.000000000e-08
4.000000000e-01   1.440000000e+00   1.000000000e-08
4.500000000e-01   1.432000000e+00   1.000000000e-08
5.000000000e-01   1.431000000e+00   1.000000000e-08
5.500000000e-01   1.430000000e+00   1.000000000e-08
6.000000000e-01   1.429000000e+00   1.470000000e-08
6.500000000e-01   1.429000000e+00   1.670000000e-08
7.000000000e-01   1.428000000e+00   2.050000000e-08
7.500000000e-01   1.427000000e+00   7.170000000e-08
8.000000000e-01   1.426000000e+00   8.630000000e-08
9.000000000e-01   1.425000000e+00   2.550000000e-07
1.000000000e+00   1.422000000e+00   1.530000000e-06
1.250000000e+00   1.413000000e+00   6.940000000e-06
1.500000000e+00   1.403000000e+00   1.200000000e-04
1.750000000e+00   1.394000000e+00   4.160000000e-04
2.000000000e+00   1.384000000e+00   1.260000000e-03
2.500000000e+00   1.344000000e+00   3.760000000e-03
3.000000000e+00   1.293000000e+00   9.550000000e-02
3.200000000e+00   1.311000000e+00   1.350000000e-01
3.390000000e+00   1.350000000e+00   1.578000000e-01
3.500000000e+00   1.376000000e+00   1.580000000e-01
3.750000000e+00   1.396000000e+00   1.310000000e-01
4.000000000e+00   1.385000000e+00   1.260000000e-01
4.500000000e+00   1.385000000e+00   1.200000000e-01
5.000000000e+00   1.360000000e+00   1.210000000e-01
5.500000000e+00   1.337000000e+00   1.830000000e-01
6.000000000e+00   1.425000000e+00   1.950000000e-01
6.200000000e+00   1.424000000e+00   1.650000000e-01
6.500000000e+00   1.370000000e+00   1.280000000e-01
7.200000000e+00   1.210000000e+00   1.760000000e-01
7.900000000e+00   1.140000000e+00   4.880000000e-01
8.200000000e+00   1.200000000e+00   6.450000000e-01
8.500000000e+00   1.370000000e+00   7.550000000e-01
8.700000000e+00   1.530000000e+00   7.720000000e-01
9.000000000e+00   1.650000000e+00   6.330000000e-01
9.200000000e+00   1.600000000e+00   5.860000000e-01
9.500000000e+00   1.670000000e+00   7.500000000e-01
9.800000000e+00   1.910000000e+00   6.800000000e-01
1.000000000e+01   1.890000000e+00   4.550000000e-01
1.060000000e+01   1.720000000e+00   3.400000000e-01
1.100000000e+01   1.670000000e+00   4.850000000e-01
1.150000000e+01   1.890000000e+00   3.740000000e-01
1.250000000e+01   1.740000000e+00   1.980000000e-01
1.300000000e+01   1.690000000e+00   1.950000000e-01
1.400000000e+01   1.640000000e+00   1.950000000e-01
1.480000000e+01   1.610000000e+00   2.050000000e-01
1.500000000e+01   1.590000000e+00   2.110000000e-01
1.640000000e+01   1.520000000e+00   4.140000000e-01
1.720000000e+01   1.724000000e+00   5.900000000e-01
1.800000000e+01   1.950000000e+00   4.100000000e-02
1.850000000e+01   1.927000000e+00   3.025000000e-02
2.000000000e+01   1.823000000e+00   2.352000000e-02
2.130000000e+01   1.780000000e+00   2.925000000e-01
2.250000000e+01   1.870000000e+00   3.150000000e-02
2.500000000e+01   1.930000000e+00   2.000000000e-01
2.790000000e+01   1.920000000e+00   1.800000000e-01
3.000000000e+01   1.920000000e+00   1.800000000e-01
3.500000000e+01   1.900000000e+00   1.900000000e-01
4.000000000e+01   1.890000000e+00   2.200000000e-01
